English,Tovian,IPA,Roots
auxiliary-form: 3rd (explicit) potential passive immediate (past),ashopake, / aʃ.op.ˈak.e / ,_
auxiliary-form: 3rd (explicit) potential passive immediate (present),ashopaka, / aʃ.op.ˈak.a / ,_
auxiliary-form: 3rd (explicit) potential passive imperfective (future),ashopatho, / aʃ.op.ˈaθ.o / ,_
auxiliary-form: 3rd (explicit) potential passive imperfective (past),ashopathe, / aʃ.op.ˈaθ.e / ,_
auxiliary-form: 3rd (explicit) potential passive imperfective (present),ashopatha, / aʃ.op.ˈaθ.a / ,_
auxiliary-form: 3rd (explicit) potential passive inceptive (future),ashopayo, / aʃ.op.ˈaj.o / ,_
auxiliary-form: 3rd (explicit) potential passive inceptive (past),ashopaye, / aʃ.op.ˈaj.e / ,_
auxiliary-form: 3rd (explicit) potential passive inceptive (present),ashopaya, / aʃ.op.ˈaj.a / ,_
auxiliary-form: 3rd (explicit) potential passive iterative (future),ashopano, / aʃ.op.ˈan.o / ,_
auxiliary-form: 3rd (explicit) potential passive iterative (past),ashopane, / aʃ.op.ˈan.e / ,_
auxiliary-form: 3rd (explicit) potential passive iterative (present),ashopana, / aʃ.op.ˈan.a / ,_
auxiliary-form: 3rd (explicit) potential passive near (future),ashopatlo, / aʃ.op.ˈaƛ.o / ,_
auxiliary-form: 3rd (explicit) potential passive near (past),ashopatle, / aʃ.op.ˈaƛ.e / ,_
auxiliary-form: 3rd (explicit) potential passive near (present),ashopatla, / aʃ.op.ˈaƛ.a / ,_
auxiliary-form: 3rd (explicit) potential passive perfect (future),ashopalho, / aʃ.op.ˈaɬ.o / ,_
auxiliary-form: 3rd (explicit) potential passive perfect (past),ashopalhe, / aʃ.op.ˈaɬ.e / ,_
auxiliary-form: 3rd (explicit) potential passive perfect (present),ashopalha, / aʃ.op.ˈaɬ.a / ,_
auxiliary-form: 3rd (explicit) potential passive progressive (future),ashopaso, / aʃ.op.ˈas.o / ,_
auxiliary-form: 3rd (explicit) potential passive progressive (past),ashopase, / aʃ.op.ˈas.e / ,_
auxiliary-form: 3rd (explicit) potential passive progressive (present),ashopasa, / aʃ.op.ˈas.a / ,_
auxiliary-form: 3rd (explicit) potential passive remote (future),ashopaho, / aʃ.op.ˈah.o / ,_
auxiliary-form: 3rd (explicit) potential passive remote (past),ashopahe, / aʃ.op.ˈah.e / ,_
auxiliary-form: 3rd (explicit) potential passive remote (present),ashopaha, / aʃ.op.ˈah.a / ,_
auxiliary-form: 3rd (explicit) potential passive simple (future),ashopafo, / aʃ.op.ˈaf.o / ,_
auxiliary-form: 3rd (explicit) potential passive simple (past),ashopafe, / aʃ.op.ˈaf.e / ,_
auxiliary-form: 3rd (explicit) potential passive simple (present),ashopafa, / aʃ.op.ˈaf.a / ,_
auxiliary-form: 3rd (explicit) potential perfect (future),asholho, / aʃ.ˈoɬ.o / ,_
auxiliary-form: 3rd (explicit) potential perfect (past),asholhe, / aʃ.ˈoɬ.e / ,_
auxiliary-form: 3rd (explicit) potential perfect (present),asholha, / aʃ.ˈoɬ.a / ,_
auxiliary-form: 3rd (explicit) potential progressive (future),ashoso, / aʃ.ˈos.o / ,_
auxiliary-form: 3rd (explicit) potential progressive (past),ashose, / aʃ.ˈos.e / ,_
auxiliary-form: 3rd (explicit) potential progressive (present),ashosa, / aʃ.ˈos.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal cessative (future),ashorapo, / aʃ.or.ˈap.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal cessative (past),ashorape, / aʃ.or.ˈap.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal cessative (present),ashorapa, / aʃ.or.ˈap.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal continuous (future),ashorasho, / aʃ.or.ˈaʃ.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal continuous (past),ashorashe, / aʃ.or.ˈaʃ.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal continuous (present),ashorasha, / aʃ.or.ˈaʃ.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal habitual (future),ashoramo, / aʃ.or.ˈam.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal habitual (past),ashorame, / aʃ.or.ˈam.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal habitual (present),ashorama, / aʃ.or.ˈam.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal immediate (future),ashorako, / aʃ.or.ˈak.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal immediate (past),ashorake, / aʃ.or.ˈak.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal immediate (present),ashoraka, / aʃ.or.ˈak.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal imperfective (future),ashoratho, / aʃ.or.ˈaθ.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal imperfective (past),ashorathe, / aʃ.or.ˈaθ.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal imperfective (present),ashoratha, / aʃ.or.ˈaθ.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal inceptive (future),ashorayo, / aʃ.or.ˈaj.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal inceptive (past),ashoraye, / aʃ.or.ˈaj.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal inceptive (present),ashoraya, / aʃ.or.ˈaj.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal iterative (future),ashorano, / aʃ.or.ˈan.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal iterative (past),ashorane, / aʃ.or.ˈan.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal iterative (present),ashorana, / aʃ.or.ˈan.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal near (future),ashoratlo, / aʃ.or.ˈaƛ.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal near (past),ashoratle, / aʃ.or.ˈaƛ.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal near (present),ashoratla, / aʃ.or.ˈaƛ.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal perfect (future),ashoralho, / aʃ.or.ˈaɬ.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal perfect (past),ashoralhe, / aʃ.or.ˈaɬ.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal perfect (present),ashoralha, / aʃ.or.ˈaɬ.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal progressive (future),ashoraso, / aʃ.or.ˈas.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal progressive (past),ashorase, / aʃ.or.ˈas.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal progressive (present),ashorasa, / aʃ.or.ˈas.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal remote (future),ashoraho, / aʃ.or.ˈah.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal remote (past),ashorahe, / aʃ.or.ˈah.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal remote (present),ashoraha, / aʃ.or.ˈah.a / ,_
auxiliary-form: 3rd (explicit) potential reciprocal simple (future),ashorafo, / aʃ.or.ˈaf.o / ,_
auxiliary-form: 3rd (explicit) potential reciprocal simple (past),ashorafe, / aʃ.or.ˈaf.e / ,_
auxiliary-form: 3rd (explicit) potential reciprocal simple (present),ashorafa, / aʃ.or.ˈaf.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive cessative (future),ashotepo, / aʃ.ot.ˈep.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive cessative (past),ashotepe, / aʃ.ot.ˈep.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive cessative (present),ashotepa, / aʃ.ot.ˈep.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive continuous (future),ashotesho, / aʃ.ot.ˈeʃ.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive continuous (past),ashoteshe, / aʃ.ot.ˈeʃ.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive continuous (present),ashotesha, / aʃ.ot.ˈeʃ.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive habitual (future),ashotemo, / aʃ.ot.ˈem.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive habitual (past),ashoteme, / aʃ.ot.ˈem.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive habitual (present),ashotema, / aʃ.ot.ˈem.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive immediate (future),ashoteko, / aʃ.ot.ˈek.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive immediate (past),ashoteke, / aʃ.ot.ˈek.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive immediate (present),ashoteka, / aʃ.ot.ˈek.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive imperfective (future),ashotetho, / aʃ.ot.ˈeθ.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive imperfective (past),ashotethe, / aʃ.ot.ˈeθ.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive imperfective (present),ashotetha, / aʃ.ot.ˈeθ.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive inceptive (future),ashoteyo, / aʃ.ot.ˈej.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive inceptive (past),ashoteye, / aʃ.ot.ˈej.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive inceptive (present),ashoteya, / aʃ.ot.ˈej.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive iterative (future),ashoteno, / aʃ.ot.ˈen.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive iterative (past),ashotene, / aʃ.ot.ˈen.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive iterative (present),ashotena, / aʃ.ot.ˈen.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive near (future),ashotetlo, / aʃ.ot.ˈeƛ.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive near (past),ashotetle, / aʃ.ot.ˈeƛ.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive near (present),ashotetla, / aʃ.ot.ˈeƛ.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive perfect (future),ashotelho, / aʃ.ot.ˈeɬ.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive perfect (past),ashotelhe, / aʃ.ot.ˈeɬ.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive perfect (present),ashotelha, / aʃ.ot.ˈeɬ.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive progressive (future),ashoteso, / aʃ.ot.ˈes.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive progressive (past),ashotese, / aʃ.ot.ˈes.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive progressive (present),ashotesa, / aʃ.ot.ˈes.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive remote (future),ashoteho, / aʃ.ot.ˈeh.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive remote (past),ashotehe, / aʃ.ot.ˈeh.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive remote (present),ashoteha, / aʃ.ot.ˈeh.a / ,_
auxiliary-form: 3rd (explicit) potential reflexive simple (future),ashotefo, / aʃ.ot.ˈef.o / ,_
auxiliary-form: 3rd (explicit) potential reflexive simple (past),ashotefe, / aʃ.ot.ˈef.e / ,_
auxiliary-form: 3rd (explicit) potential reflexive simple (present),ashotefa, / aʃ.ot.ˈef.a / ,_
auxiliary-form: 3rd (explicit) potential remote (future),ashoho, / aʃ.ˈoh.o / ,_
auxiliary-form: 3rd (explicit) potential remote (past),ashohe, / aʃ.ˈoh.e / ,_
auxiliary-form: 3rd (explicit) potential remote (present),ashoha, / aʃ.ˈoh.a / ,_
auxiliary-form: 3rd (explicit) potential simple (future),ashofo, / aʃ.ˈof.o / ,_
auxiliary-form: 3rd (explicit) potential simple (past),ashofe, / aʃ.ˈof.e / ,_
auxiliary-form: 3rd (explicit) potential simple (present),ashofa, / aʃ.ˈof.a / ,_
auxiliary-form: 3rd (explicit) progressive (future),aso, / ˈas.o / ,_
auxiliary-form: 3rd (explicit) progressive (past),ase, / ˈas.e / ,_
auxiliary-form: 3rd (explicit) progressive (present),asa, / ˈas.a / ,_
auxiliary-form: 3rd (explicit) reciprocal cessative (future),arapo, / ar.ˈap.o / ,_
auxiliary-form: 3rd (explicit) reciprocal cessative (past),arape, / ar.ˈap.e / ,_
auxiliary-form: 3rd (explicit) reciprocal cessative (present),arapa, / ar.ˈap.a / ,_
auxiliary-form: 3rd (explicit) reciprocal continuous (future),arasho, / ar.ˈaʃ.o / ,_
auxiliary-form: 3rd (explicit) reciprocal continuous (past),arashe, / ar.ˈaʃ.e / ,_
auxiliary-form: 3rd (explicit) reciprocal continuous (present),arasha, / ar.ˈaʃ.a / ,_
auxiliary-form: 3rd (explicit) reciprocal habitual (future),aramo, / ar.ˈam.o / ,_
auxiliary-form: 3rd (explicit) reciprocal habitual (past),arame, / ar.ˈam.e / ,_
auxiliary-form: 3rd (explicit) reciprocal habitual (present),arama, / ar.ˈam.a / ,_
auxiliary-form: 3rd (explicit) reciprocal immediate (future),arako, / ar.ˈak.o / ,_
auxiliary-form: 3rd (explicit) reciprocal immediate (past),arake, / ar.ˈak.e / ,_
auxiliary-form: 3rd (explicit) reciprocal immediate (present),araka, / ar.ˈak.a / ,_
auxiliary-form: 3rd (explicit) reciprocal imperfective (future),aratho, / ar.ˈaθ.o / ,_
auxiliary-form: 3rd (explicit) reciprocal imperfective (past),arathe, / ar.ˈaθ.e / ,_
auxiliary-form: 3rd (explicit) reciprocal imperfective (present),aratha, / ar.ˈaθ.a / ,_
auxiliary-form: 3rd (explicit) reciprocal inceptive (future),arayo, / ar.ˈaj.o / ,_
auxiliary-form: 3rd (explicit) reciprocal inceptive (past),araye, / ar.ˈaj.e / ,_
auxiliary-form: 3rd (explicit) reciprocal inceptive (present),araya, / ar.ˈaj.a / ,_
auxiliary-form: 3rd (explicit) reciprocal iterative (future),arano, / ar.ˈan.o / ,_
auxiliary-form: 3rd (explicit) reciprocal iterative (past),arane, / ar.ˈan.e / ,_
auxiliary-form: 3rd (explicit) reciprocal iterative (present),arana, / ar.ˈan.a / ,_
auxiliary-form: 3rd (explicit) reciprocal near (future),aratlo, / ar.ˈaƛ.o / ,_
auxiliary-form: 3rd (explicit) reciprocal near (past),aratle, / ar.ˈaƛ.e / ,_
auxiliary-form: 3rd (explicit) reciprocal near (present),aratla, / ar.ˈaƛ.a / ,_
auxiliary-form: 3rd (explicit) reciprocal perfect (future),aralho, / ar.ˈaɬ.o / ,_
auxiliary-form: 3rd (explicit) reciprocal perfect (past),aralhe, / ar.ˈaɬ.e / ,_
auxiliary-form: 3rd (explicit) reciprocal perfect (present),aralha, / ar.ˈaɬ.a / ,_
auxiliary-form: 3rd (explicit) reciprocal progressive (future),araso, / ar.ˈas.o / ,_
auxiliary-form: 3rd (explicit) reciprocal progressive (past),arase, / ar.ˈas.e / ,_
auxiliary-form: 3rd (explicit) reciprocal progressive (present),arasa, / ar.ˈas.a / ,_
auxiliary-form: 3rd (explicit) reciprocal remote (future),araho, / ar.ˈah.o / ,_
auxiliary-form: 3rd (explicit) reciprocal remote (past),arahe, / ar.ˈah.e / ,_
auxiliary-form: 3rd (explicit) reciprocal remote (present),araha, / ar.ˈah.a / ,_
auxiliary-form: 3rd (explicit) reciprocal simple (future),arafo, / ar.ˈaf.o / ,_
auxiliary-form: 3rd (explicit) reciprocal simple (past),arafe, / ar.ˈaf.e / ,_
auxiliary-form: 3rd (explicit) reciprocal simple (present),arafa, / ar.ˈaf.a / ,_
auxiliary-form: 3rd (explicit) reflexive cessative (future),atepo, / at.ˈep.o / ,_
auxiliary-form: 3rd (explicit) reflexive cessative (past),atepe, / at.ˈep.e / ,_
auxiliary-form: 3rd (explicit) reflexive cessative (present),atepa, / at.ˈep.a / ,_
auxiliary-form: 3rd (explicit) reflexive continuous (future),atesho, / at.ˈeʃ.o / ,_
auxiliary-form: 3rd (explicit) reflexive continuous (past),ateshe, / at.ˈeʃ.e / ,_
auxiliary-form: 3rd (explicit) reflexive continuous (present),atesha, / at.ˈeʃ.a / ,_
auxiliary-form: 3rd (explicit) reflexive habitual (future),atemo, / at.ˈem.o / ,_
auxiliary-form: 3rd (explicit) reflexive habitual (past),ateme, / at.ˈem.e / ,_
auxiliary-form: 3rd (explicit) reflexive habitual (present),atema, / at.ˈem.a / ,_
auxiliary-form: 3rd (explicit) reflexive immediate (future),ateko, / at.ˈek.o / ,_
auxiliary-form: 3rd (explicit) reflexive immediate (past),ateke, / at.ˈek.e / ,_
auxiliary-form: 3rd (explicit) reflexive immediate (present),ateka, / at.ˈek.a / ,_
auxiliary-form: 3rd (explicit) reflexive imperfective (future),atetho, / at.ˈeθ.o / ,_
auxiliary-form: 3rd (explicit) reflexive imperfective (past),atethe, / at.ˈeθ.e / ,_
auxiliary-form: 3rd (explicit) reflexive imperfective (present),atetha, / at.ˈeθ.a / ,_
auxiliary-form: 3rd (explicit) reflexive inceptive (future),ateyo, / at.ˈej.o / ,_
auxiliary-form: 3rd (explicit) reflexive inceptive (past),ateye, / at.ˈej.e / ,_
auxiliary-form: 3rd (explicit) reflexive inceptive (present),ateya, / at.ˈej.a / ,_
auxiliary-form: 3rd (explicit) reflexive iterative (future),ateno, / at.ˈen.o / ,_
auxiliary-form: 3rd (explicit) reflexive iterative (past),atene, / at.ˈen.e / ,_
auxiliary-form: 3rd (explicit) reflexive iterative (present),atena, / at.ˈen.a / ,_
auxiliary-form: 3rd (explicit) reflexive near (future),atetlo, / at.ˈeƛ.o / ,_
auxiliary-form: 3rd (explicit) reflexive near (past),atetle, / at.ˈeƛ.e / ,_
auxiliary-form: 3rd (explicit) reflexive near (present),atetla, / at.ˈeƛ.a / ,_
auxiliary-form: 3rd (explicit) reflexive perfect (future),atelho, / at.ˈeɬ.o / ,_
auxiliary-form: 3rd (explicit) reflexive perfect (past),atelhe, / at.ˈeɬ.e / ,_
auxiliary-form: 3rd (explicit) reflexive perfect (present),atelha, / at.ˈeɬ.a / ,_
auxiliary-form: 3rd (explicit) reflexive progressive (future),ateso, / at.ˈes.o / ,_
auxiliary-form: 3rd (explicit) reflexive progressive (past),atese, / at.ˈes.e / ,_
auxiliary-form: 3rd (explicit) reflexive progressive (present),atesa, / at.ˈes.a / ,_
auxiliary-form: 3rd (explicit) reflexive remote (future),ateho, / at.ˈeh.o / ,_
auxiliary-form: 3rd (explicit) reflexive remote (past),atehe, / at.ˈeh.e / ,_
auxiliary-form: 3rd (explicit) reflexive remote (present),ateha, / at.ˈeh.a / ,_
auxiliary-form: 3rd (explicit) reflexive simple (future),atefo, / at.ˈef.o / ,_
auxiliary-form: 3rd (explicit) reflexive simple (past),atefe, / at.ˈef.e / ,_
auxiliary-form: 3rd (explicit) reflexive simple (present),atefa, / at.ˈef.a / ,_
auxiliary-form: 3rd (explicit) remote (future),aho, / ˈah.o / ,_
auxiliary-form: 3rd (explicit) remote (past),ahe, / ˈah.e / ,_
auxiliary-form: 3rd (explicit) remote (present),aha, / ˈah.a / ,_
auxiliary-form: 3rd (explicit) simple (future),afo, / ˈaf.o / ,_
auxiliary-form: 3rd (explicit) simple (past),afe, / ˈaf.e / ,_
auxiliary-form: 3rd (explicit) simple (present),afa, / ˈaf.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative cessative (future),awikepo, / aw.ik.ˈep.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative cessative (past),awikepe, / aw.ik.ˈep.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative cessative (present),awikepa, / aw.ik.ˈep.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative continuous (future),awikesho, / aw.ik.ˈeʃ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative continuous (past),awikeshe, / aw.ik.ˈeʃ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative continuous (present),awikesha, / aw.ik.ˈeʃ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative habitual (future),awikemo, / aw.ik.ˈem.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative habitual (past),awikeme, / aw.ik.ˈem.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative habitual (present),awikema, / aw.ik.ˈem.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative immediate (future),awikeko, / aw.ik.ˈek.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative immediate (past),awikeke, / aw.ik.ˈek.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative immediate (present),awikeka, / aw.ik.ˈek.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative imperfective (future),awiketho, / aw.ik.ˈeθ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative imperfective (past),awikethe, / aw.ik.ˈeθ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative imperfective (present),awiketha, / aw.ik.ˈeθ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative inceptive (future),awikeyo, / aw.ik.ˈej.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative inceptive (past),awikeye, / aw.ik.ˈej.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative inceptive (present),awikeya, / aw.ik.ˈej.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative iterative (future),awikeno, / aw.ik.ˈen.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative iterative (past),awikene, / aw.ik.ˈen.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative iterative (present),awikena, / aw.ik.ˈen.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative near (future),awiketlo, / aw.ik.ˈeƛ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative near (past),awiketle, / aw.ik.ˈeƛ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative near (present),awiketla, / aw.ik.ˈeƛ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative perfect (future),awikelho, / aw.ik.ˈeɬ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative perfect (past),awikelhe, / aw.ik.ˈeɬ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative perfect (present),awikelha, / aw.ik.ˈeɬ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative progressive (future),awikeso, / aw.ik.ˈes.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative progressive (past),awikese, / aw.ik.ˈes.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative progressive (present),awikesa, / aw.ik.ˈes.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative remote (future),awikeho, / aw.ik.ˈeh.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative remote (past),awikehe, / aw.ik.ˈeh.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative remote (present),awikeha, / aw.ik.ˈeh.a / ,_
auxiliary-form: 3rd (explicit) subjunctive causative simple (future),awikefo, / aw.ik.ˈef.o / ,_
auxiliary-form: 3rd (explicit) subjunctive causative simple (past),awikefe, / aw.ik.ˈef.e / ,_
auxiliary-form: 3rd (explicit) subjunctive causative simple (present),awikefa, / aw.ik.ˈef.a / ,_
auxiliary-form: 3rd (explicit) subjunctive cessative (future),awipo, / aw.ˈip.o / ,_
auxiliary-form: 3rd (explicit) subjunctive cessative (past),awipe, / aw.ˈip.e / ,_
auxiliary-form: 3rd (explicit) subjunctive cessative (present),awipa, / aw.ˈip.a / ,_
auxiliary-form: 3rd (explicit) subjunctive continuous (future),awisho, / aw.ˈiʃ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive continuous (past),awishe, / aw.ˈiʃ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive continuous (present),awisha, / aw.ˈiʃ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive habitual (future),awimo, / aw.ˈim.o / ,_
auxiliary-form: 3rd (explicit) subjunctive habitual (past),awime, / aw.ˈim.e / ,_
auxiliary-form: 3rd (explicit) subjunctive habitual (present),awima, / aw.ˈim.a / ,_
auxiliary-form: 3rd (explicit) subjunctive immediate (future),awiko, / aw.ˈik.o / ,_
auxiliary-form: 3rd (explicit) subjunctive immediate (past),awike, / aw.ˈik.e / ,_
auxiliary-form: 3rd (explicit) subjunctive immediate (present),awika, / aw.ˈik.a / ,_
auxiliary-form: 3rd (explicit) subjunctive imperfective (future),awitho, / aw.ˈiθ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive imperfective (past),awithe, / aw.ˈiθ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive imperfective (present),awitha, / aw.ˈiθ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive inceptive (future),awiyo, / aw.ˈij.o / ,_
auxiliary-form: 3rd (explicit) subjunctive inceptive (past),awiye, / aw.ˈij.e / ,_
auxiliary-form: 3rd (explicit) subjunctive inceptive (present),awiya, / aw.ˈij.a / ,_
auxiliary-form: 3rd (explicit) subjunctive iterative (future),awino, / aw.ˈin.o / ,_
auxiliary-form: 3rd (explicit) subjunctive iterative (past),awine, / aw.ˈin.e / ,_
auxiliary-form: 3rd (explicit) subjunctive iterative (present),awina, / aw.ˈin.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle cessative (future),awimopo, / aw.im.ˈop.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle cessative (past),awimope, / aw.im.ˈop.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle cessative (present),awimopa, / aw.im.ˈop.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle continuous (future),awimosho, / aw.im.ˈoʃ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle continuous (past),awimoshe, / aw.im.ˈoʃ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle continuous (present),awimosha, / aw.im.ˈoʃ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle habitual (future),awimomo, / aw.im.ˈom.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle habitual (past),awimome, / aw.im.ˈom.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle habitual (present),awimoma, / aw.im.ˈom.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle immediate (future),awimoko, / aw.im.ˈok.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle immediate (past),awimoke, / aw.im.ˈok.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle immediate (present),awimoka, / aw.im.ˈok.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle imperfective (future),awimotho, / aw.im.ˈoθ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle imperfective (past),awimothe, / aw.im.ˈoθ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle imperfective (present),awimotha, / aw.im.ˈoθ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle inceptive (future),awimoyo, / aw.im.ˈoj.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle inceptive (past),awimoye, / aw.im.ˈoj.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle inceptive (present),awimoya, / aw.im.ˈoj.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle iterative (future),awimono, / aw.im.ˈon.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle iterative (past),awimone, / aw.im.ˈon.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle iterative (present),awimona, / aw.im.ˈon.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle near (future),awimotlo, / aw.im.ˈoƛ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle near (past),awimotle, / aw.im.ˈoƛ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle near (present),awimotla, / aw.im.ˈoƛ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle perfect (future),awimolho, / aw.im.ˈoɬ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle perfect (past),awimolhe, / aw.im.ˈoɬ.e / ,_
