english,tovian,tovian_ipa,gloss
aux_3X_cau_prf_fut,akelho,ak.ˈeɬ.o,auxiliary-form: 3rd (explicit) causative perfect (future)
aux_3X_cau_nea_pst,aketle,ak.ˈeƛ.e,auxiliary-form: 3rd (explicit) causative near (past)
aux_3X_cau_nea_prs,aketla,ak.ˈeƛ.a,auxiliary-form: 3rd (explicit) causative near (present)
aux_3X_cau_nea_fut,aketlo,ak.ˈeƛ.o,auxiliary-form: 3rd (explicit) causative near (future)
aux_3X_cau_imm_pst,akeke,ak.ˈek.e,auxiliary-form: 3rd (explicit) causative immediate (past)
aux_3X_cau_imm_prs,akeka,ak.ˈek.a,auxiliary-form: 3rd (explicit) causative immediate (present)
aux_3X_cau_imm_fut,akeko,ak.ˈek.o,auxiliary-form: 3rd (explicit) causative immediate (future)
aux_3X_cau_hab_pst,akeme,ak.ˈem.e,auxiliary-form: 3rd (explicit) causative habitual (past)
aux_3X_cau_hab_prs,akema,ak.ˈem.a,auxiliary-form: 3rd (explicit) causative habitual (present)
aux_3X_cau_hab_fut,akemo,ak.ˈem.o,auxiliary-form: 3rd (explicit) causative habitual (future)
aux_3X_cau_pro_pst,akese,ak.ˈes.e,auxiliary-form: 3rd (explicit) causative progressive (past)
aux_3X_cau_pro_prs,akesa,ak.ˈes.a,auxiliary-form: 3rd (explicit) causative progressive (present)
aux_3X_cau_pro_fut,akeso,ak.ˈes.o,auxiliary-form: 3rd (explicit) causative progressive (future)
aux_3X_cau_cnt_pst,akeshe,ak.ˈeʃ.e,auxiliary-form: 3rd (explicit) causative continuous (past)
aux_3X_cau_cnt_prs,akesha,ak.ˈeʃ.a,auxiliary-form: 3rd (explicit) causative continuous (present)
aux_3X_cau_cnt_fut,akesho,ak.ˈeʃ.o,auxiliary-form: 3rd (explicit) causative continuous (future)
aux_3X_cau_itr_pst,akene,ak.ˈen.e,auxiliary-form: 3rd (explicit) causative iterative (past)
aux_3X_cau_itr_prs,akena,ak.ˈen.a,auxiliary-form: 3rd (explicit) causative iterative (present)
aux_3X_cau_itr_fut,akeno,ak.ˈen.o,auxiliary-form: 3rd (explicit) causative iterative (future)
aux_3X_cau_inc_pst,akeye,ak.ˈej.e,auxiliary-form: 3rd (explicit) causative inceptive (past)
aux_3X_cau_inc_prs,akeya,ak.ˈej.a,auxiliary-form: 3rd (explicit) causative inceptive (present)
aux_3X_cau_inc_fut,akeyo,ak.ˈej.o,auxiliary-form: 3rd (explicit) causative inceptive (future)
aux_3X_cau_ces_pst,akepe,ak.ˈep.e,auxiliary-form: 3rd (explicit) causative cessative (past)
aux_3X_cau_ces_prs,akepa,ak.ˈep.a,auxiliary-form: 3rd (explicit) causative cessative (present)
aux_3X_cau_ces_fut,akepo,ak.ˈep.o,auxiliary-form: 3rd (explicit) causative cessative (future)
aux_3X_cau_rem_pst,akehe,ak.ˈeh.e,auxiliary-form: 3rd (explicit) causative remote (past)
aux_3X_cau_rem_prs,akeha,ak.ˈeh.a,auxiliary-form: 3rd (explicit) causative remote (present)
aux_3X_cau_rem_fut,akeho,ak.ˈeh.o,auxiliary-form: 3rd (explicit) causative remote (future)
aux_3X_rec_sim_pst,arafe,ar.ˈaf.e,auxiliary-form: 3rd (explicit) reciprocal simple (past)
aux_3X_rec_sim_prs,arafa,ar.ˈaf.a,auxiliary-form: 3rd (explicit) reciprocal simple (present)
aux_3X_rec_sim_fut,arafo,ar.ˈaf.o,auxiliary-form: 3rd (explicit) reciprocal simple (future)
aux_3X_rec_ipf_pst,arathe,ar.ˈaθ.e,auxiliary-form: 3rd (explicit) reciprocal imperfective (past)
aux_3X_rec_ipf_prs,aratha,ar.ˈaθ.a,auxiliary-form: 3rd (explicit) reciprocal imperfective (present)
aux_3X_rec_ipf_fut,aratho,ar.ˈaθ.o,auxiliary-form: 3rd (explicit) reciprocal imperfective (future)
aux_3X_rec_prf_pst,aralhe,ar.ˈaɬ.e,auxiliary-form: 3rd (explicit) reciprocal perfect (past)
aux_3X_rec_prf_prs,aralha,ar.ˈaɬ.a,auxiliary-form: 3rd (explicit) reciprocal perfect (present)
aux_3X_rec_prf_fut,aralho,ar.ˈaɬ.o,auxiliary-form: 3rd (explicit) reciprocal perfect (future)
aux_3X_rec_nea_pst,aratle,ar.ˈaƛ.e,auxiliary-form: 3rd (explicit) reciprocal near (past)
aux_3X_rec_nea_prs,aratla,ar.ˈaƛ.a,auxiliary-form: 3rd (explicit) reciprocal near (present)
aux_3X_rec_nea_fut,aratlo,ar.ˈaƛ.o,auxiliary-form: 3rd (explicit) reciprocal near (future)
aux_3X_rec_imm_pst,arake,ar.ˈak.e,auxiliary-form: 3rd (explicit) reciprocal immediate (past)
aux_3X_rec_imm_prs,araka,ar.ˈak.a,auxiliary-form: 3rd (explicit) reciprocal immediate (present)
aux_3X_rec_imm_fut,arako,ar.ˈak.o,auxiliary-form: 3rd (explicit) reciprocal immediate (future)
aux_3X_rec_hab_pst,arame,ar.ˈam.e,auxiliary-form: 3rd (explicit) reciprocal habitual (past)
aux_3X_rec_hab_prs,arama,ar.ˈam.a,auxiliary-form: 3rd (explicit) reciprocal habitual (present)
aux_3X_rec_hab_fut,aramo,ar.ˈam.o,auxiliary-form: 3rd (explicit) reciprocal habitual (future)
aux_3X_rec_pro_pst,arase,ar.ˈas.e,auxiliary-form: 3rd (explicit) reciprocal progressive (past)
aux_3X_rec_pro_prs,arasa,ar.ˈas.a,auxiliary-form: 3rd (explicit) reciprocal progressive (present)
aux_3X_rec_pro_fut,araso,ar.ˈas.o,auxiliary-form: 3rd (explicit) reciprocal progressive (future)
aux_3X_rec_cnt_pst,arashe,ar.ˈaʃ.e,auxiliary-form: 3rd (explicit) reciprocal continuous (past)
aux_3X_rec_cnt_prs,arasha,ar.ˈaʃ.a,auxiliary-form: 3rd (explicit) reciprocal continuous (present)
aux_3X_rec_cnt_fut,arasho,ar.ˈaʃ.o,auxiliary-form: 3rd (explicit) reciprocal continuous (future)
aux_3X_rec_itr_pst,arane,ar.ˈan.e,auxiliary-form: 3rd (explicit) reciprocal iterative (past)
aux_3X_rec_itr_prs,arana,ar.ˈan.a,auxiliary-form: 3rd (explicit) reciprocal iterative (present)
aux_3X_rec_itr_fut,arano,ar.ˈan.o,auxiliary-form: 3rd (explicit) reciprocal iterative (future)
aux_3X_rec_inc_pst,araye,ar.ˈaj.e,auxiliary-form: 3rd (explicit) reciprocal inceptive (past)
aux_3X_rec_inc_prs,araya,ar.ˈaj.a,auxiliary-form: 3rd (explicit) reciprocal inceptive (present)
aux_3X_rec_inc_fut,arayo,ar.ˈaj.o,auxiliary-form: 3rd (explicit) reciprocal inceptive (future)
aux_3X_rec_ces_pst,arape,ar.ˈap.e,auxiliary-form: 3rd (explicit) reciprocal cessative (past)
aux_3X_rec_ces_prs,arapa,ar.ˈap.a,auxiliary-form: 3rd (explicit) reciprocal cessative (present)
aux_3X_rec_ces_fut,arapo,ar.ˈap.o,auxiliary-form: 3rd (explicit) reciprocal cessative (future)
aux_3X_rec_rem_pst,arahe,ar.ˈah.e,auxiliary-form: 3rd (explicit) reciprocal remote (past)
aux_3X_rec_rem_prs,araha,ar.ˈah.a,auxiliary-form: 3rd (explicit) reciprocal remote (present)
aux_3X_rec_rem_fut,araho,ar.ˈah.o,auxiliary-form: 3rd (explicit) reciprocal remote (future)
aux_3X_sbj_sim_pst,awife,aw.ˈif.e,auxiliary-form: 3rd (explicit) subjunctive simple (past)
aux_3X_sbj_sim_prs,awifa,aw.ˈif.a,auxiliary-form: 3rd (explicit) subjunctive simple (present)
aux_3X_sbj_sim_fut,awifo,aw.ˈif.o,auxiliary-form: 3rd (explicit) subjunctive simple (future)
aux_3X_sbj_ipf_pst,awithe,aw.ˈiθ.e,auxiliary-form: 3rd (explicit) subjunctive imperfective (past)
aux_3X_sbj_ipf_prs,awitha,aw.ˈiθ.a,auxiliary-form: 3rd (explicit) subjunctive imperfective (present)
aux_3X_sbj_ipf_fut,awitho,aw.ˈiθ.o,auxiliary-form: 3rd (explicit) subjunctive imperfective (future)
aux_3X_sbj_prf_pst,awilhe,aw.ˈiɬ.e,auxiliary-form: 3rd (explicit) subjunctive perfect (past)
aux_3X_sbj_prf_prs,awilha,aw.ˈiɬ.a,auxiliary-form: 3rd (explicit) subjunctive perfect (present)
aux_3X_sbj_prf_fut,awilho,aw.ˈiɬ.o,auxiliary-form: 3rd (explicit) subjunctive perfect (future)
aux_3X_sbj_nea_pst,awitle,aw.ˈiƛ.e,auxiliary-form: 3rd (explicit) subjunctive near (past)
aux_3X_sbj_nea_prs,awitla,aw.ˈiƛ.a,auxiliary-form: 3rd (explicit) subjunctive near (present)
aux_3X_sbj_nea_fut,awitlo,aw.ˈiƛ.o,auxiliary-form: 3rd (explicit) subjunctive near (future)
aux_3X_sbj_imm_pst,awike,aw.ˈik.e,auxiliary-form: 3rd (explicit) subjunctive immediate (past)
aux_3X_sbj_imm_prs,awika,aw.ˈik.a,auxiliary-form: 3rd (explicit) subjunctive immediate (present)
aux_3X_sbj_imm_fut,awiko,aw.ˈik.o,auxiliary-form: 3rd (explicit) subjunctive immediate (future)
aux_3X_sbj_hab_pst,awime,aw.ˈim.e,auxiliary-form: 3rd (explicit) subjunctive habitual (past)
aux_3X_sbj_hab_prs,awima,aw.ˈim.a,auxiliary-form: 3rd (explicit) subjunctive habitual (present)
aux_3X_sbj_hab_fut,awimo,aw.ˈim.o,auxiliary-form: 3rd (explicit) subjunctive habitual (future)
aux_3X_sbj_pro_pst,awise,aw.ˈis.e,auxiliary-form: 3rd (explicit) subjunctive progressive (past)
aux_3X_sbj_pro_prs,awisa,aw.ˈis.a,auxiliary-form: 3rd (explicit) subjunctive progressive (present)
aux_3X_sbj_pro_fut,awiso,aw.ˈis.o,auxiliary-form: 3rd (explicit) subjunctive progressive (future)
aux_3X_sbj_cnt_pst,awishe,aw.ˈiʃ.e,auxiliary-form: 3rd (explicit) subjunctive continuous (past)
aux_3X_sbj_cnt_prs,awisha,aw.ˈiʃ.a,auxiliary-form: 3rd (explicit) subjunctive continuous (present)
aux_3X_sbj_cnt_fut,awisho,aw.ˈiʃ.o,auxiliary-form: 3rd (explicit) subjunctive continuous (future)
aux_3X_sbj_itr_pst,awine,aw.ˈin.e,auxiliary-form: 3rd (explicit) subjunctive iterative (past)
aux_3X_sbj_itr_prs,awina,aw.ˈin.a,auxiliary-form: 3rd (explicit) subjunctive iterative (present)
aux_3X_sbj_itr_fut,awino,aw.ˈin.o,auxiliary-form: 3rd (explicit) subjunctive iterative (future)
aux_3X_sbj_inc_pst,awiye,aw.ˈij.e,auxiliary-form: 3rd (explicit) subjunctive inceptive (past)
aux_3X_sbj_inc_prs,awiya,aw.ˈij.a,auxiliary-form: 3rd (explicit) subjunctive inceptive (present)
aux_3X_sbj_inc_fut,awiyo,aw.ˈij.o,auxiliary-form: 3rd (explicit) subjunctive inceptive (future)
aux_3X_sbj_ces_pst,awipe,aw.ˈip.e,auxiliary-form: 3rd (explicit) subjunctive cessative (past)
aux_3X_sbj_ces_prs,awipa,aw.ˈip.a,auxiliary-form: 3rd (explicit) subjunctive cessative (present)
aux_3X_sbj_ces_fut,awipo,aw.ˈip.o,auxiliary-form: 3rd (explicit) subjunctive cessative (future)
aux_3X_sbj_rem_pst,awihe,aw.ˈih.e,auxiliary-form: 3rd (explicit) subjunctive remote (past)
aux_3X_sbj_rem_prs,awiha,aw.ˈih.a,auxiliary-form: 3rd (explicit) subjunctive remote (present)
aux_3X_sbj_rem_fut,awiho,aw.ˈih.o,auxiliary-form: 3rd (explicit) subjunctive remote (future)
aux_3X_sbj_ref_sim_pst,awitefe,aw.it.ˈef.e,auxiliary-form: 3rd (explicit) subjunctive reflexive simple (past)
aux_3X_sbj_ref_sim_prs,awitefa,aw.it.ˈef.a,auxiliary-form: 3rd (explicit) subjunctive reflexive simple (present)
aux_3X_sbj_ref_sim_fut,awitefo,aw.it.ˈef.o,auxiliary-form: 3rd (explicit) subjunctive reflexive simple (future)
aux_3X_sbj_ref_ipf_pst,awitethe,aw.it.ˈeθ.e,auxiliary-form: 3rd (explicit) subjunctive reflexive imperfective (past)
aux_3X_sbj_ref_ipf_prs,awitetha,aw.it.ˈeθ.a,auxiliary-form: 3rd (explicit) subjunctive reflexive imperfective (present)
aux_3X_sbj_ref_ipf_fut,awitetho,aw.it.ˈeθ.o,auxiliary-form: 3rd (explicit) subjunctive reflexive imperfective (future)
aux_3X_sbj_ref_prf_pst,awitelhe,aw.it.ˈeɬ.e,auxiliary-form: 3rd (explicit) subjunctive reflexive perfect (past)
aux_3X_sbj_ref_prf_prs,awitelha,aw.it.ˈeɬ.a,auxiliary-form: 3rd (explicit) subjunctive reflexive perfect (present)
aux_3X_sbj_ref_prf_fut,awitelho,aw.it.ˈeɬ.o,auxiliary-form: 3rd (explicit) subjunctive reflexive perfect (future)
aux_3X_sbj_ref_nea_pst,awitetle,aw.it.ˈeƛ.e,auxiliary-form: 3rd (explicit) subjunctive reflexive near (past)
aux_3X_sbj_ref_nea_prs,awitetla,aw.it.ˈeƛ.a,auxiliary-form: 3rd (explicit) subjunctive reflexive near (present)
aux_3X_sbj_ref_nea_fut,awitetlo,aw.it.ˈeƛ.o,auxiliary-form: 3rd (explicit) subjunctive reflexive near (future)
aux_3X_sbj_ref_imm_pst,awiteke,aw.it.ˈek.e,auxiliary-form: 3rd (explicit) subjunctive reflexive immediate (past)
aux_3X_sbj_ref_imm_prs,awiteka,aw.it.ˈek.a,auxiliary-form: 3rd (explicit) subjunctive reflexive immediate (present)
aux_3X_sbj_ref_imm_fut,awiteko,aw.it.ˈek.o,auxiliary-form: 3rd (explicit) subjunctive reflexive immediate (future)
aux_3X_sbj_ref_hab_pst,awiteme,aw.it.ˈem.e,auxiliary-form: 3rd (explicit) subjunctive reflexive habitual (past)
aux_3X_sbj_ref_hab_prs,awitema,aw.it.ˈem.a,auxiliary-form: 3rd (explicit) subjunctive reflexive habitual (present)
aux_3X_sbj_ref_hab_fut,awitemo,aw.it.ˈem.o,auxiliary-form: 3rd (explicit) subjunctive reflexive habitual (future)
aux_3X_sbj_ref_pro_pst,awitese,aw.it.ˈes.e,auxiliary-form: 3rd (explicit) subjunctive reflexive progressive (past)
aux_3X_sbj_ref_pro_prs,awitesa,aw.it.ˈes.a,auxiliary-form: 3rd (explicit) subjunctive reflexive progressive (present)
aux_3X_sbj_ref_pro_fut,awiteso,aw.it.ˈes.o,auxiliary-form: 3rd (explicit) subjunctive reflexive progressive (future)
aux_3X_sbj_ref_cnt_pst,awiteshe,aw.it.ˈeʃ.e,auxiliary-form: 3rd (explicit) subjunctive reflexive continuous (past)
aux_3X_sbj_ref_cnt_prs,awitesha,aw.it.ˈeʃ.a,auxiliary-form: 3rd (explicit) subjunctive reflexive continuous (present)
aux_3X_sbj_ref_cnt_fut,awitesho,aw.it.ˈeʃ.o,auxiliary-form: 3rd (explicit) subjunctive reflexive continuous (future)
aux_3X_sbj_ref_itr_pst,awitene,aw.it.ˈen.e,auxiliary-form: 3rd (explicit) subjunctive reflexive iterative (past)
aux_3X_sbj_ref_itr_prs,awitena,aw.it.ˈen.a,auxiliary-form: 3rd (explicit) subjunctive reflexive iterative (present)
aux_3X_sbj_ref_itr_fut,awiteno,aw.it.ˈen.o,auxiliary-form: 3rd (explicit) subjunctive reflexive iterative (future)
aux_3X_sbj_ref_inc_pst,awiteye,aw.it.ˈej.e,auxiliary-form: 3rd (explicit) subjunctive reflexive inceptive (past)
aux_3X_sbj_ref_inc_prs,awiteya,aw.it.ˈej.a,auxiliary-form: 3rd (explicit) subjunctive reflexive inceptive (present)
aux_3X_sbj_ref_inc_fut,awiteyo,aw.it.ˈej.o,auxiliary-form: 3rd (explicit) subjunctive reflexive inceptive (future)
aux_3X_sbj_ref_ces_pst,awitepe,aw.it.ˈep.e,auxiliary-form: 3rd (explicit) subjunctive reflexive cessative (past)
aux_3X_sbj_ref_ces_prs,awitepa,aw.it.ˈep.a,auxiliary-form: 3rd (explicit) subjunctive reflexive cessative (present)
aux_3X_sbj_ref_ces_fut,awitepo,aw.it.ˈep.o,auxiliary-form: 3rd (explicit) subjunctive reflexive cessative (future)
aux_3X_sbj_ref_rem_pst,awitehe,aw.it.ˈeh.e,auxiliary-form: 3rd (explicit) subjunctive reflexive remote (past)
aux_3X_sbj_ref_rem_prs,awiteha,aw.it.ˈeh.a,auxiliary-form: 3rd (explicit) subjunctive reflexive remote (present)
aux_3X_sbj_ref_rem_fut,awiteho,aw.it.ˈeh.o,auxiliary-form: 3rd (explicit) subjunctive reflexive remote (future)
aux_3X_sbj_pas_sim_pst,awipafe,aw.ip.ˈaf.e,auxiliary-form: 3rd (explicit) subjunctive passive simple (past)
aux_3X_sbj_pas_sim_prs,awipafa,aw.ip.ˈaf.a,auxiliary-form: 3rd (explicit) subjunctive passive simple (present)
aux_3X_sbj_pas_sim_fut,awipafo,aw.ip.ˈaf.o,auxiliary-form: 3rd (explicit) subjunctive passive simple (future)
aux_3X_sbj_pas_ipf_pst,awipathe,aw.ip.ˈaθ.e,auxiliary-form: 3rd (explicit) subjunctive passive imperfective (past)
aux_3X_sbj_pas_ipf_prs,awipatha,aw.ip.ˈaθ.a,auxiliary-form: 3rd (explicit) subjunctive passive imperfective (present)
aux_3X_sbj_pas_ipf_fut,awipatho,aw.ip.ˈaθ.o,auxiliary-form: 3rd (explicit) subjunctive passive imperfective (future)
aux_3X_sbj_pas_prf_pst,awipalhe,aw.ip.ˈaɬ.e,auxiliary-form: 3rd (explicit) subjunctive passive perfect (past)
aux_3X_sbj_pas_prf_prs,awipalha,aw.ip.ˈaɬ.a,auxiliary-form: 3rd (explicit) subjunctive passive perfect (present)
aux_3X_sbj_pas_prf_fut,awipalho,aw.ip.ˈaɬ.o,auxiliary-form: 3rd (explicit) subjunctive passive perfect (future)
aux_3X_sbj_pas_nea_pst,awipatle,aw.ip.ˈaƛ.e,auxiliary-form: 3rd (explicit) subjunctive passive near (past)
aux_3X_sbj_pas_nea_prs,awipatla,aw.ip.ˈaƛ.a,auxiliary-form: 3rd (explicit) subjunctive passive near (present)
aux_3X_sbj_pas_nea_fut,awipatlo,aw.ip.ˈaƛ.o,auxiliary-form: 3rd (explicit) subjunctive passive near (future)
aux_3X_sbj_pas_imm_pst,awipake,aw.ip.ˈak.e,auxiliary-form: 3rd (explicit) subjunctive passive immediate (past)
aux_3X_sbj_pas_imm_prs,awipaka,aw.ip.ˈak.a,auxiliary-form: 3rd (explicit) subjunctive passive immediate (present)
aux_3X_sbj_pas_imm_fut,awipako,aw.ip.ˈak.o,auxiliary-form: 3rd (explicit) subjunctive passive immediate (future)
aux_3X_sbj_pas_hab_pst,awipame,aw.ip.ˈam.e,auxiliary-form: 3rd (explicit) subjunctive passive habitual (past)
aux_3X_sbj_pas_hab_prs,awipama,aw.ip.ˈam.a,auxiliary-form: 3rd (explicit) subjunctive passive habitual (present)
aux_3X_sbj_pas_hab_fut,awipamo,aw.ip.ˈam.o,auxiliary-form: 3rd (explicit) subjunctive passive habitual (future)
aux_3X_sbj_pas_pro_pst,awipase,aw.ip.ˈas.e,auxiliary-form: 3rd (explicit) subjunctive passive progressive (past)
aux_3X_sbj_pas_pro_prs,awipasa,aw.ip.ˈas.a,auxiliary-form: 3rd (explicit) subjunctive passive progressive (present)
aux_3X_sbj_pas_pro_fut,awipaso,aw.ip.ˈas.o,auxiliary-form: 3rd (explicit) subjunctive passive progressive (future)
aux_3X_sbj_pas_cnt_pst,awipashe,aw.ip.ˈaʃ.e,auxiliary-form: 3rd (explicit) subjunctive passive continuous (past)
aux_3X_sbj_pas_cnt_prs,awipasha,aw.ip.ˈaʃ.a,auxiliary-form: 3rd (explicit) subjunctive passive continuous (present)
aux_3X_sbj_pas_cnt_fut,awipasho,aw.ip.ˈaʃ.o,auxiliary-form: 3rd (explicit) subjunctive passive continuous (future)
aux_3X_sbj_pas_itr_pst,awipane,aw.ip.ˈan.e,auxiliary-form: 3rd (explicit) subjunctive passive iterative (past)
aux_3X_sbj_pas_itr_prs,awipana,aw.ip.ˈan.a,auxiliary-form: 3rd (explicit) subjunctive passive iterative (present)
aux_3X_sbj_pas_itr_fut,awipano,aw.ip.ˈan.o,auxiliary-form: 3rd (explicit) subjunctive passive iterative (future)
aux_3X_sbj_pas_inc_pst,awipaye,aw.ip.ˈaj.e,auxiliary-form: 3rd (explicit) subjunctive passive inceptive (past)
aux_3X_sbj_pas_inc_prs,awipaya,aw.ip.ˈaj.a,auxiliary-form: 3rd (explicit) subjunctive passive inceptive (present)
aux_3X_sbj_pas_inc_fut,awipayo,aw.ip.ˈaj.o,auxiliary-form: 3rd (explicit) subjunctive passive inceptive (future)
aux_3X_sbj_pas_ces_pst,awipape,aw.ip.ˈap.e,auxiliary-form: 3rd (explicit) subjunctive passive cessative (past)
aux_3X_sbj_pas_ces_prs,awipapa,aw.ip.ˈap.a,auxiliary-form: 3rd (explicit) subjunctive passive cessative (present)
aux_3X_sbj_pas_ces_fut,awipapo,aw.ip.ˈap.o,auxiliary-form: 3rd (explicit) subjunctive passive cessative (future)
aux_3X_sbj_pas_rem_pst,awipahe,aw.ip.ˈah.e,auxiliary-form: 3rd (explicit) subjunctive passive remote (past)
aux_3X_sbj_pas_rem_prs,awipaha,aw.ip.ˈah.a,auxiliary-form: 3rd (explicit) subjunctive passive remote (present)
aux_3X_sbj_pas_rem_fut,awipaho,aw.ip.ˈah.o,auxiliary-form: 3rd (explicit) subjunctive passive remote (future)
aux_3X_sbj_mid_sim_pst,awimofe,aw.im.ˈof.e,auxiliary-form: 3rd (explicit) subjunctive middle simple (past)
aux_3X_sbj_mid_sim_prs,awimofa,aw.im.ˈof.a,auxiliary-form: 3rd (explicit) subjunctive middle simple (present)
aux_3X_sbj_mid_sim_fut,awimofo,aw.im.ˈof.o,auxiliary-form: 3rd (explicit) subjunctive middle simple (future)
aux_3X_sbj_mid_ipf_pst,awimothe,aw.im.ˈoθ.e,auxiliary-form: 3rd (explicit) subjunctive middle imperfective (past)
aux_3X_sbj_mid_ipf_prs,awimotha,aw.im.ˈoθ.a,auxiliary-form: 3rd (explicit) subjunctive middle imperfective (present)
aux_3X_sbj_mid_ipf_fut,awimotho,aw.im.ˈoθ.o,auxiliary-form: 3rd (explicit) subjunctive middle imperfective (future)
aux_3X_sbj_mid_prf_pst,awimolhe,aw.im.ˈoɬ.e,auxiliary-form: 3rd (explicit) subjunctive middle perfect (past)
aux_3X_sbj_mid_prf_prs,awimolha,aw.im.ˈoɬ.a,auxiliary-form: 3rd (explicit) subjunctive middle perfect (present)
aux_3X_sbj_mid_prf_fut,awimolho,aw.im.ˈoɬ.o,auxiliary-form: 3rd (explicit) subjunctive middle perfect (future)
aux_3X_sbj_mid_nea_pst,awimotle,aw.im.ˈoƛ.e,auxiliary-form: 3rd (explicit) subjunctive middle near (past)
aux_3X_sbj_mid_nea_prs,awimotla,aw.im.ˈoƛ.a,auxiliary-form: 3rd (explicit) subjunctive middle near (present)
aux_3X_sbj_mid_nea_fut,awimotlo,aw.im.ˈoƛ.o,auxiliary-form: 3rd (explicit) subjunctive middle near (future)
aux_3X_sbj_mid_imm_pst,awimoke,aw.im.ˈok.e,auxiliary-form: 3rd (explicit) subjunctive middle immediate (past)
aux_3X_sbj_mid_imm_prs,awimoka,aw.im.ˈok.a,auxiliary-form: 3rd (explicit) subjunctive middle immediate (present)
aux_3X_sbj_mid_imm_fut,awimoko,aw.im.ˈok.o,auxiliary-form: 3rd (explicit) subjunctive middle immediate (future)
aux_3X_sbj_mid_hab_pst,awimome,aw.im.ˈom.e,auxiliary-form: 3rd (explicit) subjunctive middle habitual (past)
aux_3X_sbj_mid_hab_prs,awimoma,aw.im.ˈom.a,auxiliary-form: 3rd (explicit) subjunctive middle habitual (present)
aux_3X_sbj_mid_hab_fut,awimomo,aw.im.ˈom.o,auxiliary-form: 3rd (explicit) subjunctive middle habitual (future)
aux_3X_sbj_mid_pro_pst,awimose,aw.im.ˈos.e,auxiliary-form: 3rd (explicit) subjunctive middle progressive (past)
aux_3X_sbj_mid_pro_prs,awimosa,aw.im.ˈos.a,auxiliary-form: 3rd (explicit) subjunctive middle progressive (present)
aux_3X_sbj_mid_pro_fut,awimoso,aw.im.ˈos.o,auxiliary-form: 3rd (explicit) subjunctive middle progressive (future)
aux_3X_sbj_mid_cnt_pst,awimoshe,aw.im.ˈoʃ.e,auxiliary-form: 3rd (explicit) subjunctive middle continuous (past)
aux_3X_sbj_mid_cnt_prs,awimosha,aw.im.ˈoʃ.a,auxiliary-form: 3rd (explicit) subjunctive middle continuous (present)
aux_3X_sbj_mid_cnt_fut,awimosho,aw.im.ˈoʃ.o,auxiliary-form: 3rd (explicit) subjunctive middle continuous (future)
aux_3X_sbj_mid_itr_pst,awimone,aw.im.ˈon.e,auxiliary-form: 3rd (explicit) subjunctive middle iterative (past)
aux_3X_sbj_mid_itr_prs,awimona,aw.im.ˈon.a,auxiliary-form: 3rd (explicit) subjunctive middle iterative (present)
aux_3X_sbj_mid_itr_fut,awimono,aw.im.ˈon.o,auxiliary-form: 3rd (explicit) subjunctive middle iterative (future)
aux_3X_sbj_mid_inc_pst,awimoye,aw.im.ˈoj.e,auxiliary-form: 3rd (explicit) subjunctive middle inceptive (past)
aux_3X_sbj_mid_inc_prs,awimoya,aw.im.ˈoj.a,auxiliary-form: 3rd (explicit) subjunctive middle inceptive (present)
aux_3X_sbj_mid_inc_fut,awimoyo,aw.im.ˈoj.o,auxiliary-form: 3rd (explicit) subjunctive middle inceptive (future)
aux_3X_sbj_mid_ces_pst,awimope,aw.im.ˈop.e,auxiliary-form: 3rd (explicit) subjunctive middle cessative (past)
aux_3X_sbj_mid_ces_prs,awimopa,aw.im.ˈop.a,auxiliary-form: 3rd (explicit) subjunctive middle cessative (present)
aux_3X_sbj_mid_ces_fut,awimopo,aw.im.ˈop.o,auxiliary-form: 3rd (explicit) subjunctive middle cessative (future)
aux_3X_sbj_mid_rem_pst,awimohe,aw.im.ˈoh.e,auxiliary-form: 3rd (explicit) subjunctive middle remote (past)
aux_3X_sbj_mid_rem_prs,awimoha,aw.im.ˈoh.a,auxiliary-form: 3rd (explicit) subjunctive middle remote (present)
aux_3X_sbj_mid_rem_fut,awimoho,aw.im.ˈoh.o,auxiliary-form: 3rd (explicit) subjunctive middle remote (future)
aux_3X_sbj_cau_sim_pst,awikefe,aw.ik.ˈef.e,auxiliary-form: 3rd (explicit) subjunctive causative simple (past)
aux_3X_sbj_cau_sim_prs,awikefa,aw.ik.ˈef.a,auxiliary-form: 3rd (explicit) subjunctive causative simple (present)
aux_3X_sbj_cau_sim_fut,awikefo,aw.ik.ˈef.o,auxiliary-form: 3rd (explicit) subjunctive causative simple (future)
aux_3X_sbj_cau_ipf_pst,awikethe,aw.ik.ˈeθ.e,auxiliary-form: 3rd (explicit) subjunctive causative imperfective (past)
aux_3X_sbj_cau_ipf_prs,awiketha,aw.ik.ˈeθ.a,auxiliary-form: 3rd (explicit) subjunctive causative imperfective (present)
aux_3X_sbj_cau_ipf_fut,awiketho,aw.ik.ˈeθ.o,auxiliary-form: 3rd (explicit) subjunctive causative imperfective (future)
aux_3X_sbj_cau_prf_pst,awikelhe,aw.ik.ˈeɬ.e,auxiliary-form: 3rd (explicit) subjunctive causative perfect (past)
aux_3X_sbj_cau_prf_prs,awikelha,aw.ik.ˈeɬ.a,auxiliary-form: 3rd (explicit) subjunctive causative perfect (present)
aux_3X_sbj_cau_prf_fut,awikelho,aw.ik.ˈeɬ.o,auxiliary-form: 3rd (explicit) subjunctive causative perfect (future)
aux_3X_sbj_cau_nea_pst,awiketle,aw.ik.ˈeƛ.e,auxiliary-form: 3rd (explicit) subjunctive causative near (past)
